Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Company_Type,Release_Era,Is_Successful,Sales_Category,NA_Sales_Pct,EU_Sales_Pct,JP_Sales_Pct,Other_Sales_Pct
50 Cent: Blood on the Sand,X360,2009.0,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,71.0,54.0,6.4,64.0,Swordfish Studios,M,AAA,2000s,False,below average,57.14285714285714,33.333333333333336,0.0,9.523809523809526
Naruto: Clash of Ninja (JP sales),GC,2003.0,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.21,72.0,,,,,,Indie/Other,2000s,False,below average,0.0,0.0,100.0,4.761904761904763
Journey,PS3,2012.0,Adventure,Sony Computer Entertainment Europe,0.04,0.13,0.0,0.04,0.21,92.0,78.0,8.8,1381.0,ThatGameCompany,E,Indie/Other,2010s,False,below average,19.04761904761905,61.904761904761905,0.0,19.04761904761905
SingStar Pop Edition,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.18,0.0,0.03,0.21,75.0,,,,,,AAA,2000s,False,below average,0.0,85.71428571428571,0.0,14.285714285714285
SBK X: Superbike World Championship,PS3,2010.0,Racing,Black Bean Games,0.05,0.12,0.0,0.04,0.21,73.0,4.0,7.5,4.0,Milestone S.r.l,E10+,Indie/Other,2010s,False,below average,23.80952380952381,57.14285714285714,0.0,19.04761904761905
NOëL: NOT DiGITAL,PS,1996.0,Adventure,Pioneer LDC,0.0,0.0,0.2,0.01,0.21,55.0,,,,,,Indie/Other,1990s,False,below average,0.0,0.0,95.23809523809524,4.761904761904763
Dragon Ball Z Hyper Dimension,SNES,1995.0,Fighting,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,69.5,,,,,,Indie/Other,1990s,False,below average,0.0,0.0,100.0,0.0
Imagine: Boutique Owner,DS,2009.0,Simulation,Ubisoft,0.2,0.0,0.0,0.01,0.21,65.5,,tbd,,Creative Patterns,E,AAA,2000s,False,below average,95.23809523809524,0.0,0.0,4.761904761904763
Dragon Ball: Fusions,3DS,2016.0,Role-Playing,Namco Bandai Games,0.02,0.0,0.19,0.0,0.21,68.0,12.0,7.6,16.0,Ganbarion,T,Indie/Other,2010s,False,below average,9.523809523809526,0.0,90.47619047619048,0.0
Madden NFL 07,DS,2006.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,70.0,9.0,6.5,10.0,Exient Entertainment,E,AAA,2000s,False,below average,95.23809523809524,0.0,0.0,9.523809523809526
HBO Boxing,PS,2000.0,Fighting,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.21,26.0,7.0,4,5.0,Osiris Studios,E,Indie/Other,2000s,False,below average,57.14285714285714,38.0952380952381,0.0,4.761904761904763
Hasbro Family Game Night 3,X360,2010.0,Misc,Electronic Arts,0.17,0.03,0.0,0.02,0.21,70.0,,,,,,AAA,2010s,False,below average,80.95238095238096,14.285714285714285,0.0,9.523809523809526
Star Trek: The Game,X360,2013.0,Action,Namco Bandai Games,0.12,0.08,0.0,0.02,0.21,69.0,,,,,,Indie/Other,2010s,False,below average,57.14285714285714,38.0952380952381,0.0,9.523809523809526
Bass Pro Shops: The Strike,X360,2009.0,Sports,XS Games,0.2,0.0,0.0,0.02,0.21,63.0,4.0,5.8,5.0,Piranha Games,E,Indie/Other,2000s,False,below average,95.23809523809524,0.0,0.0,9.523809523809526
Darkwatch,XB,2005.0,Shooter,Ubisoft,0.16,0.05,0.0,0.01,0.21,75.0,43.0,8.1,21.0,High Moon Studios,M,AAA,2000s,False,below average,76.1904761904762,23.80952380952381,0.0,4.761904761904763
Disgaea D2: A Brighter Darkness,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.02,0.21,74.0,37.0,8.1,61.0,Nippon Ichi Software,T,Indie/Other,2010s,False,below average,42.857142857142854,0.0,47.61904761904762,9.523809523809526
Front Mission 5: Scars of the War,PS2,2005.0,Strategy,Square Enix,0.0,0.0,0.21,0.0,0.21,70.0,,,,,,AAA,2000s,False,below average,0.0,0.0,100.0,0.0
Maximo vs Army of Zin,PS2,2003.0,Platform,Capcom,0.1,0.08,0.0,0.03,0.21,83.0,46.0,7.8,13.0,Capcom,T,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Bratz: Girlz Really Rock,Wii,2008.0,Action,THQ,0.19,0.0,0.0,0.02,0.21,62.0,,tbd,,Blitz Games,E,AAA,2000s,False,below average,90.47619047619048,0.0,0.0,9.523809523809526
The Fairly OddParents: Breakin' Da Rules,GC,2003.0,Platform,THQ,0.16,0.04,0.0,0.01,0.21,65.0,,,,,,AAA,2000s,False,below average,76.1904761904762,19.04761904761905,0.0,4.761904761904763
Assassin's Creed Syndicate,PC,2015.0,Action,Ubisoft,0.11,0.09,0.0,0.02,0.21,74.0,14.0,5.9,544.0,Ubisoft Quebec,M,AAA,2010s,False,below average,52.38095238095239,42.857142857142854,0.0,9.523809523809526
The Chronicles of Narnia: Prince Caspian,DS,2008.0,Action,Disney Interactive Studios,0.19,0.01,0.0,0.02,0.21,54.0,12.0,tbd,,Fall Line Studio,E10+,Indie/Other,2000s,False,below average,90.47619047619048,4.761904761904763,0.0,9.523809523809526
Summoner 2,PS2,2002.0,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21,76.0,20.0,8.3,22.0,Volition Inc.,T,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
The Land Before Time: Big Water Adventure,PS,2002.0,Platform,TDK Mediactive,0.12,0.08,0.0,0.01,0.21,72.5,,,,,,Indie/Other,2000s,False,below average,57.14285714285714,38.0952380952381,0.0,4.761904761904763
Order Up!,Wii,2008.0,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.21,64.0,,,,,,Indie/Other,2000s,False,below average,90.47619047619048,4.761904761904763,0.0,9.523809523809526
Shadow of Destiny,PS2,2001.0,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,78.0,18.0,8.2,19.0,Konami,T,AAA,2000s,False,below average,42.857142857142854,33.333333333333336,14.285714285714285,9.523809523809526
The Magic School Bus: Oceans,DS,2011.0,Adventure,Scholastic Inc.,0.2,0.0,0.0,0.02,0.21,62.0,,tbd,,CokeM Interactive,E,Indie/Other,2010s,False,below average,95.23809523809524,0.0,0.0,9.523809523809526
Ninja Gaiden: Dragon Sword,DS,2008.0,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83.0,52.0,7.8,36.0,Team Ninja,T,Indie/Other,2000s,False,below average,76.1904761904762,4.761904761904763,9.523809523809526,9.523809523809526
Cabela's Deer Hunt: 2004 Season,XB,2003.0,Sports,Activision Value,0.16,0.05,0.0,0.01,0.21,65.0,5.0,8.4,16.0,FUN Labs,T,Indie/Other,2000s,False,below average,76.1904761904762,23.80952380952381,0.0,4.761904761904763
Brunswick Pro Bowling,PSP,2007.0,Sports,505 Games,0.19,0.0,0.0,0.02,0.21,73.0,,7.3,4.0,Point of View,E,Indie/Other,2000s,False,below average,90.47619047619048,0.0,0.0,9.523809523809526
Gex 3: Deep Cover Gecko,N64,1999.0,Platform,Crave Entertainment,0.17,0.04,0.0,0.0,0.21,69.5,,,,,,Indie/Other,1990s,False,below average,80.95238095238096,19.04761904761905,0.0,0.0
WinBack: Covert Operations,N64,1999.0,Shooter,Virgin Interactive,0.17,0.04,0.0,0.0,0.21,69.5,,,,,,Indie/Other,1990s,False,below average,80.95238095238096,19.04761904761905,0.0,0.0
ClayFighter 63 1/3,N64,1997.0,Fighting,Interplay,0.17,0.04,0.0,0.0,0.21,69.5,,,,,,Indie/Other,1990s,False,below average,80.95238095238096,19.04761904761905,0.0,0.0
Monopoly,N64,1999.0,Misc,Hasbro Interactive,0.17,0.04,0.0,0.0,0.21,69.5,,,,,,Indie/Other,1990s,False,below average,80.95238095238096,19.04761904761905,0.0,0.0
WCW Nitro,N64,1998.0,Fighting,THQ,0.17,0.04,0.0,0.0,0.21,69.5,,,,,,AAA,1990s,False,below average,80.95238095238096,19.04761904761905,0.0,0.0
Cruis'n Exotica,N64,2000.0,Racing,Midway Games,0.17,0.04,0.0,0.0,0.21,69.5,,,,,,Indie/Other,2000s,False,below average,80.95238095238096,19.04761904761905,0.0,0.0
World of Final Fantasy,PSV,2016.0,Role-Playing,Square Enix,0.04,0.06,0.08,0.03,0.21,77.0,5.0,8.6,46.0,Square Enix,E10+,AAA,2010s,False,below average,19.04761904761905,28.57142857142857,38.0952380952381,14.285714285714285
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,72.0,35.0,8.4,77.0,Spike Chunsoft,M,Indie/Other,2010s,False,below average,28.57142857142857,4.761904761904763,57.14285714285714,9.523809523809526
Pro Evolution Soccer 2012,Wii,2011.0,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79.0,9.0,7,12.0,Konami,E,AAA,2010s,False,below average,38.0952380952381,38.0952380952381,14.285714285714285,9.523809523809526
The Legend of Spyro: The Eternal Night,Wii,2007.0,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.21,60.0,8.0,6.4,15.0,Krome Studios,E10+,Indie/Other,2000s,False,below average,85.71428571428571,9.523809523809526,0.0,9.523809523809526
Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996.0,Role-Playing,Seta Corporation,0.0,0.0,0.2,0.01,0.21,81.5,,,,,,Indie/Other,1990s,False,below average,0.0,0.0,95.23809523809524,4.761904761904763
The Wolf Among Us,PS4,2014.0,Adventure,Telltale Games,0.1,0.07,0.0,0.04,0.21,83.0,6.0,8.4,259.0,Telltale Games,M,Indie/Other,2010s,False,below average,47.61904761904762,33.333333333333336,0.0,19.04761904761905
Cursed Mountain,Wii,2009.0,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.21,67.0,51.0,7.6,33.0,"Deep Silver, Sproing Interactive Media, Sproing",M,Indie/Other,2000s,False,below average,42.857142857142854,47.61904761904762,0.0,9.523809523809526
Now! That's What I Call Music: Dance & Sing,Wii,2011.0,Misc,Unknown,0.0,0.17,0.0,0.04,0.21,64.0,,,,,,Indie/Other,2010s,False,below average,0.0,80.95238095238096,0.0,19.04761904761905
The King of Fighters '96,SAT,1996.0,Fighting,SNK,0.0,0.0,0.21,0.0,0.21,69.5,,,,,,Indie/Other,1990s,False,below average,0.0,0.0,100.0,0.0
Age of Empires: Mythologies,DS,2008.0,Strategy,THQ,0.16,0.03,0.0,0.02,0.21,78.0,28.0,6.9,20.0,Griptonite Games,E10+,AAA,2000s,False,below average,76.1904761904762,14.285714285714285,0.0,9.523809523809526
SBK Superbike World Championship,X360,2008.0,Racing,Black Bean Games,0.06,0.14,0.0,0.01,0.21,63.0,17.0,8,6.0,Milestone S.r.l,E10+,Indie/Other,2000s,False,below average,28.57142857142857,66.66666666666667,0.0,4.761904761904763
Bionicle,GC,2003.0,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,47.0,5.0,4.2,5.0,Argonaut Games,E,AAA,2000s,False,below average,76.1904761904762,19.04761904761905,0.0,4.761904761904763
Hidden Mysteries: Buckingham Palace,DS,2010.0,Puzzle,Avanquest,0.13,0.06,0.0,0.02,0.21,69.0,,tbd,,Gunnar Games,E,Indie/Other,2010s,False,below average,61.904761904761905,28.57142857142857,0.0,9.523809523809526
Heroes of Ruin,3DS,2012.0,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21,69.0,53.0,7.4,50.0,n-Space,T,AAA,2010s,False,below average,61.904761904761905,33.333333333333336,0.0,9.523809523809526
State of Decay,XOne,2015.0,Strategy,Microsoft Game Studios,0.14,0.05,0.0,0.02,0.21,70.0,,,,,,AAA,2010s,False,below average,66.66666666666667,23.80952380952381,0.0,9.523809523809526
A Boy and His Blob,Wii,2009.0,Platform,Majesco Entertainment,0.18,0.01,0.0,0.01,0.21,80.0,43.0,8.7,35.0,WayForward,E,Indie/Other,2000s,False,below average,85.71428571428571,4.761904761904763,0.0,4.761904761904763
Prince of Persia: Revelations,PSP,2005.0,Adventure,Ubisoft,0.18,0.01,0.0,0.02,0.21,64.0,,,,,,AAA,2000s,False,below average,85.71428571428571,4.761904761904763,0.0,9.523809523809526
Angel Blade: Neo Tokyo Guardians,PS,1997.0,Role-Playing,On Demand,0.12,0.08,0.0,0.01,0.21,81.5,,,,,,Indie/Other,1990s,False,below average,57.14285714285714,38.0952380952381,0.0,4.761904761904763
Threads of Fate,PS,1999.0,Role-Playing,SquareSoft,0.12,0.08,0.0,0.01,0.21,81.5,,,,,,Indie/Other,1990s,False,below average,57.14285714285714,38.0952380952381,0.0,4.761904761904763
Baja: Edge of Control,PS3,2008.0,Racing,THQ,0.1,0.08,0.0,0.03,0.21,61.0,21.0,5,11.0,2XL Games,E,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
G.I. Joe: The Rise of Cobra,PS3,2009.0,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,43.0,32.0,4.8,13.0,Double Helix Games,T,AAA,2000s,False,below average,52.38095238095239,33.333333333333336,0.0,14.285714285714285
PoPoLoCrois Monogatari II,PS,2000.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.01,0.21,81.5,,,,,,AAA,2000s,False,below average,0.0,0.0,95.23809523809524,4.761904761904763
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,2004.0,Platform,Konami Digital Entertainment,0.0,0.0,0.2,0.01,0.21,71.0,,,,,,AAA,2000s,False,below average,0.0,0.0,95.23809523809524,4.761904761904763
UFC Undisputed 2010,PSP,2010.0,Fighting,THQ,0.11,0.06,0.0,0.04,0.21,74.0,27.0,7,13.0,Yuke's,T,AAA,2010s,False,below average,52.38095238095239,28.57142857142857,0.0,19.04761904761905
World Series of Poker,PSP,2005.0,Misc,Activision,0.19,0.0,0.0,0.02,0.21,37.0,6.0,6.4,20.0,Activision,E10+,AAA,2000s,False,below average,90.47619047619048,0.0,0.0,9.523809523809526
Rayman Raving Rabbids,X360,2007.0,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,67.0,16.0,7.3,19.0,Ubisoft Montpellier,E,AAA,2000s,False,below average,85.71428571428571,4.761904761904763,0.0,9.523809523809526
Deus Ex: The Conspiracy,PS2,2002.0,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,81.0,25.0,8.9,49.0,Ion Storm,M,Indie/Other,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Unreal II: The Awakening,XB,2004.0,Shooter,Atari,0.17,0.04,0.0,0.01,0.21,64.0,27.0,5.3,20.0,Tantalus Interactive,M,Indie/Other,2000s,False,below average,80.95238095238096,19.04761904761905,0.0,4.761904761904763
Rumble Racing,PS2,2001.0,Racing,Electronic Arts,0.1,0.08,0.0,0.03,0.21,85.0,17.0,8.2,9.0,Electronic Arts,E,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Spider-Man: Web of Shadows,PS2,2008.0,Action,Activision,0.1,0.08,0.0,0.03,0.21,69.0,4.0,4.1,16.0,"Treyarch, Shaba Games",E10+,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Vampire Rain,X360,2007.0,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21,38.0,45.0,2.9,44.0,Artoon,M,AAA,2000s,False,below average,85.71428571428571,0.0,4.761904761904763,4.761904761904763
Batman Begins,XB,2005.0,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,65.0,56.0,7.1,21.0,Eurocom Entertainment Software,T,AAA,2000s,False,below average,76.1904761904762,19.04761904761905,0.0,4.761904761904763
NBA Live 15,XOne,2014.0,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.21,53.0,9.0,6.8,53.0,EA Sports,E,AAA,2010s,False,below average,80.95238095238096,9.523809523809526,0.0,9.523809523809526
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011.0,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,64.0,,,,,,AAA,2010s,False,below average,47.61904761904762,14.285714285714285,33.333333333333336,4.761904761904763
J-League Winning Eleven 10 + Europa League 06-07,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,74.0,,,,,,AAA,2000s,False,below average,0.0,0.0,100.0,0.0
Shrek: Reekin' Havoc,GBA,2003.0,Platform,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,57.0,11.0,tbd,,TOSE,E,Indie/Other,2000s,False,below average,71.42857142857143,28.57142857142857,0.0,0.0
Tales of Phantasia: Narikiri Dungeon X,PSP,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,68.0,,,,,,Indie/Other,2010s,False,below average,0.0,0.0,100.0,0.0
JSRF: Jet Set Radio Future,XB,2002.0,Action,Sega,0.13,0.04,0.03,0.01,0.21,88.0,36.0,8.2,102.0,Smilebit,T,AAA,2000s,False,below average,61.904761904761905,19.04761904761905,14.285714285714285,4.761904761904763
NHL Hitz 20-02,GC,2001.0,Sports,Midway Games,0.16,0.04,0.0,0.01,0.21,79.0,13.0,8.7,7.0,Midway,E,Indie/Other,2000s,False,below average,76.1904761904762,19.04761904761905,0.0,4.761904761904763
Way of the Samurai 3,X360,2009.0,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,55.0,22.0,6.8,16.0,Acquire,M,Indie/Other,2000s,False,below average,57.14285714285714,23.80952380952381,9.523809523809526,9.523809523809526
NCAA Football 2003,GC,2002.0,Sports,Electronic Arts,0.16,0.04,0.0,0.01,0.21,91.0,11.0,8.1,9.0,EA Sports,E,AAA,2000s,False,below average,76.1904761904762,19.04761904761905,0.0,4.761904761904763
Rollcage,PS,1999.0,Racing,Psygnosis,0.12,0.08,0.0,0.01,0.21,69.0,,,,,,Indie/Other,1990s,False,below average,57.14285714285714,38.0952380952381,0.0,4.761904761904763
Hitman: HD Trilogy,PS3,2013.0,Action,Square Enix,0.07,0.09,0.0,0.04,0.21,71.0,20.0,7.6,46.0,Io Interactive,M,AAA,2010s,False,below average,33.333333333333336,42.857142857142854,0.0,19.04761904761905
Marvel Super Hero Squad,PSP,2009.0,Fighting,THQ,0.17,0.01,0.0,0.02,0.21,51.0,7.0,tbd,,THQ,E10+,AAA,2000s,False,below average,80.95238095238096,4.761904761904763,0.0,9.523809523809526
J Stars Victory Vs.,PSV,2014.0,Fighting,Namco Bandai Games,0.0,0.03,0.17,0.01,0.21,74.0,5.0,7.9,29.0,Bandai Namco Games,T,Indie/Other,2010s,False,below average,0.0,14.285714285714285,80.95238095238096,4.761904761904763
de Blob 2,PS3,2011.0,Platform,THQ,0.11,0.07,0.0,0.03,0.21,74.0,50.0,7.1,34.0,Blue Tongue Entertainment,E10+,AAA,2010s,False,below average,52.38095238095239,33.333333333333336,0.0,14.285714285714285
Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011.0,Sports,Tecmo Koei,0.06,0.05,0.08,0.02,0.21,76.5,,,,,,Indie/Other,2010s,False,below average,28.57142857142857,23.80952380952381,38.0952380952381,9.523809523809526
Greg Hastings Paintball 2,X360,2010.0,Shooter,Majesco Entertainment,0.19,0.0,0.0,0.01,0.21,73.0,,8.3,7.0,Super X Studios,E10+,Indie/Other,2010s,False,below average,90.47619047619048,0.0,0.0,4.761904761904763
ESPN Winter X Games: Snowboarding 2002,PS2,2000.0,Sports,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,64.0,14.0,7.9,8.0,Konami,T,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007.0,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21,76.0,34.0,8,20.0,h.a.n.d. Inc.,E10+,AAA,2000s,False,below average,42.857142857142854,0.0,52.38095238095239,4.761904761904763
Project: Snowblind,PS2,2005.0,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,78.0,54.0,8.3,23.0,Crystal Dynamics,T,Indie/Other,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Prison Break: The Conspiracy,X360,2010.0,Action,Deep Silver,0.07,0.11,0.0,0.02,0.21,40.0,37.0,4.7,19.0,ZootFly,T,Indie/Other,2010s,False,below average,33.333333333333336,52.38095238095239,0.0,9.523809523809526
Super Robot Taisen K,DS,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,64.0,,,,,,Indie/Other,2000s,False,below average,0.0,0.0,100.0,0.0
You Don't Know Jack,Wii,2011.0,Misc,THQ,0.19,0.0,0.0,0.01,0.21,81.0,5.0,7.7,6.0,"Jellyvision, Iron Galaxy Studios",T,AAA,2010s,False,below average,90.47619047619048,0.0,0.0,4.761904761904763
Mortal Kombat: Special Forces,PS,2000.0,Fighting,Midway Games,0.12,0.08,0.0,0.01,0.21,28.0,7.0,2.4,17.0,Midway,M,Indie/Other,2000s,False,below average,57.14285714285714,38.0952380952381,0.0,4.761904761904763
Mega Man Legacy Collection,3DS,2016.0,Platform,Capcom,0.14,0.0,0.05,0.02,0.21,77.0,27.0,7.1,26.0,Digital Eclipse,E,AAA,2010s,False,below average,66.66666666666667,0.0,23.80952380952381,9.523809523809526
The Last Airbender,Wii,2010.0,Action,THQ,0.12,0.07,0.0,0.02,0.21,53.0,4.0,6.6,5.0,THQ,T,AAA,2010s,False,below average,57.14285714285714,33.333333333333336,0.0,9.523809523809526
Tony Hawk's Motion,DS,2008.0,Sports,Activision,0.19,0.0,0.0,0.02,0.21,39.0,11.0,tbd,,Creat Studios,E,AAA,2000s,False,below average,90.47619047619048,0.0,0.0,9.523809523809526
Disney's Planes,DS,2013.0,Simulation,Disney Interactive Studios,0.11,0.08,0.0,0.02,0.21,65.5,,tbd,,TOSE,E,Indie/Other,2010s,False,below average,52.38095238095239,38.0952380952381,0.0,9.523809523809526
NCAA March Madness 07,X360,2007.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,67.0,33.0,7.1,15.0,EA Canada,E,AAA,2000s,False,below average,90.47619047619048,0.0,0.0,9.523809523809526
StokEd,X360,2009.0,Sports,Zushi Games,0.18,0.01,0.0,0.01,0.21,68.0,34.0,8.6,19.0,Bongfish,T,Indie/Other,2000s,False,below average,85.71428571428571,4.761904761904763,0.0,4.761904761904763
Shin Megami Tensei: Persona 3 (jp sales),PS2,2006.0,Role-Playing,Tecmo Koei,0.0,0.0,0.21,0.0,0.21,72.5,,,,,,Indie/Other,2000s,False,below average,0.0,0.0,100.0,0.0
Evil Dead: Regeneration,PS2,2005.0,Action,THQ,0.1,0.08,0.0,0.03,0.21,68.0,26.0,8.5,8.0,Cranky Pants Games,M,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Wacky Races: Crash & Dash,DS,2008.0,Racing,Eidos Interactive,0.19,0.0,0.0,0.01,0.21,63.0,,,,,,Indie/Other,2000s,False,below average,90.47619047619048,0.0,0.0,4.761904761904763
Defiance,PC,2013.0,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,64.0,40.0,6.5,661.0,Trion Worlds,M,Indie/Other,2010s,False,below average,66.66666666666667,19.04761904761905,0.0,9.523809523809526
NHL 2003,XB,2002.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.21,80.0,12.0,7.9,12.0,EA Sports,E,AAA,2000s,False,below average,71.42857142857143,19.04761904761905,0.0,4.761904761904763
X-Men: Children of the Atom,SAT,1995.0,Fighting,Acclaim Entertainment,0.0,0.0,0.21,0.0,0.21,69.5,,,,,,Indie/Other,1990s,False,below average,0.0,0.0,100.0,0.0
Tiger Woods PGA Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,78.0,25.0,7.4,14.0,EA Canada,E,AAA,2000s,False,below average,90.47619047619048,0.0,0.0,9.523809523809526
NHL 2K3,PS2,2002.0,Sports,Sega,0.1,0.08,0.0,0.03,0.21,89.0,25.0,7.8,17.0,Treyarch,E,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,1998.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.19,0.01,0.21,55.0,,,,,,AAA,1990s,False,below average,0.0,0.0,90.47619047619048,4.761904761904763
NCAA Football 10,PSP,2009.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,73.0,,tbd,,EA Tiburon,E,AAA,2000s,False,below average,90.47619047619048,0.0,0.0,9.523809523809526
Heisei Kyouiku linkai DS,DS,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,66.5,,,,,,Indie/Other,2000s,False,below average,0.0,0.0,100.0,0.0
You Don't Know Jack,X360,2011.0,Misc,THQ,0.19,0.0,0.0,0.01,0.21,82.0,23.0,7.9,29.0,"Jellyvision, Iron Galaxy Studios",T,AAA,2010s,False,below average,90.47619047619048,0.0,0.0,4.761904761904763
The Naked Brothers Band: The Video Game,Wii,2008.0,Misc,THQ,0.19,0.0,0.0,0.01,0.21,64.0,,,,,,AAA,2000s,False,below average,90.47619047619048,0.0,0.0,4.761904761904763
SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,2004.0,Misc,Unknown,0.15,0.05,0.0,0.0,0.21,62.0,,,,,,Indie/Other,2000s,False,below average,71.42857142857143,23.80952380952381,0.0,0.0
Pro Yaky? Spirits 2010,PS3,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,76.5,,,,,,AAA,2010s,False,below average,0.0,0.0,100.0,0.0
Final Fight One,GBA,2001.0,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.21,82.0,16.0,7.8,8.0,Sun-Tec,E,AAA,2000s,False,below average,42.857142857142854,14.285714285714285,38.0952380952381,0.0
Tony Hawk's Pro Skater 5,PS4,2015.0,Sports,Activision,0.09,0.08,0.0,0.03,0.21,32.0,43.0,1.5,427.0,Robomodo,T,AAA,2010s,False,below average,42.857142857142854,38.0952380952381,0.0,14.285714285714285
